recipient,name
"Юридичні особи,Суб’єкти господарювання","Видача свідоцтва про державну атестацію системи внутрішньофірмового експортного контролю, створеної суб’єктом здійснення міжнародних передач товарів"
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтва про встановлення класу автобуса за параметрами комфортності
"Юридичні особи,Суб’єкти господарювання","Видача свідоцтва про внесення до реєстру наукових установ, яким надається підтримка держави"
"Юридичні особи,Суб’єкти господарювання","Видача свідоцтва про відповідність транспортного засобу вимогам Угоди про міжнародні перевезення швидкопсувних харчових продуктів та про спеціальні транспортні засоби, які призначені для цих перевезень (Свідоцтво УПШ)"
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтва про відповідність компанії та суден вимогам Міжнародного кодексу з управління безпечною експлуатацією суден і попередженням забруднення 1993 року
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтва про атестацію автостанції за результатами атестації автостанції
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтва про атестацію аварійно-рятувальних служб та рятувальників
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтва платника єдиного податку
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтв про облік організацій колективного управління
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтв про внесення відомостей до Реєстру виробників та розповсюджувачів програмного забезпечення
"Юридичні особи,Суб’єкти господарювання",Видача свідоцтв про визначення організації колективного управління уповноваженою організацією
"Юридичні особи,Суб’єкти господарювання","Видача рішень про розпорядження активами, що належать господарським товариствам"
"Юридичні особи,Суб’єкти господарювання",Видача рішення щодо введення родовища або окремого покладу нафти і газу у промислову розробку
"Юридичні особи,Суб’єкти господарювання",Видача рішення щодо введення родовища або окремого покладу нафти і газу в дослідно-промислову розробку
"Юридичні особи,Суб’єкти господарювання","Видача рішення щодо введення підземних сховищ нафти, газу чи продуктів їх переробки у дослідно-промислову та промислову експлуатацію"
"Юридичні особи,Суб’єкти господарювання","Видача реєстраційного свідоцтва та занесення організації до Переліку установ, організацій та закладів, яким надається право на розробку документів, що обґрунтовують обсяги викидів для підприємств, установ, організацій та громадян – суб’єктів підприємницьк"
"Юридичні особи,Суб’єкти господарювання",Видача разових (індивідуальних) ліцензій
"Юридичні особи,Суб’єкти господарювання",Видача повідомлення про включення/невключення до Реєстру великих платників податків
"Юридичні особи,Суб’єкти господарювання",Видача пенсійного посвідчення
"Юридичні особи,Суб’єкти господарювання",Видача настанови із збереження плавучості і стабільності судна
"Юридичні особи,Суб’єкти господарювання","Видача ліцензійних карток до ліцензій на надання послуг з перевезення пасажирів, небезпечних вантажів автомобільним транспортом"
"Юридичні особи,Суб’єкти господарювання",Видача ліцензій на освітню діяльність
"Юридичні особи,Суб’єкти господарювання",Видача ліцензії на право провадження господарської діяльності з централізованого водопостачання та водовідведення
"Юридичні особи,Суб’єкти господарювання",Видача ліцензії на право провадження господарської діяльності з транспортування теплової енергії магістральними та місцевими (розподільчими) тепловими мережами
"Юридичні особи,Суб’єкти господарювання",Видача ліцензії на право провадження господарської діяльності з постачання теплової енергії
"Юридичні особи,Суб’єкти господарювання",Видача листа-повідомлення щодо можливості ввезення на митну територію України незареєстрованих лікарських засобів з метою індивідуального використання громадянами
"Юридичні особи,Суб’єкти господарювання",Видача копії ліцензії на право провадження господарської діяльності з централізованого водопостачання та водовідведення
"Юридичні особи,Суб’єкти господарювання",Видача копії ліцензії на право провадження господарської діяльності з транспортування теплової енергії магістральними та місцевими (розподільчими) тепловими мережами
"Юридичні особи,Суб’єкти господарювання",Видача копії ліцензії на право провадження господарської діяльності з постачання теплової енергії
"Юридичні особи,Суб’єкти господарювання","Видача копії ліцензії на право провадження господарської діяльності з виробництва теплової енергії (крім діяльності з виробництва теплової енергії на теплоелектроцентралях, теплоелектростанціях, атомних електростанціях і когенераційних установках та устан"
"Юридичні особи,Суб’єкти господарювання",Видача завдань на розроблення розділу «Інженерно-технічних заходів цивільного захисту «цивільної оборони» у містобудівній документації»
"Юридичні особи,Суб’єкти господарювання","Видача експлуатаційних дозволів для провадження діяльності: на потужностях (об’єктах) з переробки неїстівних продуктів тваринного походження, на потужностях (об’єктах) з виробництва, змішування та приготування кормових добавок, преміксів і кормів"
"Юридичні особи,Суб’єкти господарювання",Видача дублікату свідоцтва про державну реєстрацію символіки політичної партії
"Юридичні особи,Суб’єкти господарювання","Видача дубліката сертифіката, який видається при прийнятті закінченого будівництвом об’єкта: IV категорія складності, V категорія складності"
"Юридичні особи,Суб’єкти господарювання",Видача дубліката свідоцтва про реєстрацію випуску цінних паперів
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на право провадження господарської діяльності з централізованого водопостачання та водовідведення
"Юридичні особи,Суб’єкти господарювання","Видача дубліката ліцензії на право провадження господарської діяльності з виробництва теплової енергії (крім діяльності з виробництва теплової енергії на теплоелектроцентралях, теплоелектростанціях, атомних електростанціях і когенераційних установках"
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на постачання електричної енергії за регульованим тарифом
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на постачання електричної енергії за нерегульованим тарифом
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на передачу електричної енергії місцевими (локальними) електричними мережами
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на передачу електричної енергії магістральними та міждержавними електричними мережами
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на оптове постачання електричної енергії
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на комбіноване виробництво теплової та електричної енергії
"Юридичні особи,Суб’єкти господарювання",Видача дубліката ліцензії на виробництво електричної енергії
"Юридичні особи,Суб’єкти господарювання",Видача дозволу щодо розміщення об’єктів зовнішньої реклами
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на утримання диких тварин, у тому числі видів, які занесені до Червоної книги України, у напіввільних умовах чи у неволі"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на транскордонне переміщення об’єктів рослинного та тваринного світу відповідно до вимог Конвенції про міжнародну торгівлю видами дикої фауни і флори, що перебувають під загрозою зникнення"
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на транскордонне переміщення небезпечних відходів
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на транзитне переміщення незареєстрованих в Україні генетично модифікованих організмів
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на створення та поповнення зоологічних колекцій шляхом вилучення тварин із природного середовища
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на спеціальне використання природних рослинних угруповань занесених до Зеленої книги України
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на спеціальне використання диких тварин
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на спеціальне використання водних біоресурсів у рибогосподарських водних об’єктах (їх частинах)
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на спеціальне використання водних біоресурсів за межами юрисдикції України
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на розміщення зовнішньої реклами
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на реекспорт товарів іноземного походження та товарів українського походження
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на проведення спортивних заходів на воді, водних свят"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на проведення робіт на пам’ятках, їх територіях і в зонах охорони, на охоронюваних археологічних територіях, в історичних ареалах населених місць"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на проведення робіт на землях, зайнятих морями"
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на проведення заходів із залученням тварин
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на проведення днопоглиблювальних робіт та робіт з прокладання кабелів, трубопроводів та інших комунікацій на землях водного фонду (крім будівельних робіт і робіт на землях прибережних захисних смуг морів і на землях, зайнятих морями)"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на проведення археологічних розвідок, розкопок, інших земляних робіт на території пам’ятки, охоронюваній археологічній території, у зонах охорони, в історичних ареалах населених місць, а також досліджень решток життєдіяльності людини, що мі"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на провадження діяльності, пов’язаної зі штучними змінами стану атмосфери та атмосферних явищ у господарських цілях"
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на провадження державної апробації (випробування) генетично модифікованих організмів у відкритій системі
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на право транзиту через територію України наркотичних засобів, психотропних речовин і прекурсорів"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на переселення тварин у нові місця перебування, акліматизацію нових для фауни України видів диких тварин, на проведення заходів щодо схрещування диких тварин"
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на переміщення (перенесення) пам’яток місцевого значення
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на особливе перевезення внутрішніми водними шляхами
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на імпорт в Україну наркотичних засобів, психотропних речовин і прекурсорів, що надходять як гуманітарна допомога, у випадках стихійного лиха, катастроф та епідемій, або мають бути ввезені на територію України як зразки для МОЗ"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на імпорт в Україну водних біоресурсів, продуктів харчування та переробки з них за кількістю та видовим складом"
"Юридичні особи,Іноземні громадяни,Суб’єкти господарювання",Видача дозволу на імпорт в Україну
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на здійснення операцій у сфері поводження з небезпечними відходами
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на експорт з України наркотичних засобів, психотропних речовин і прекурсорів, що надходять як гуманітарна допомога, у випадках стихійного лиха, катастроф та епідемій"
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на відчуження державного майна
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на відкриття магазину безмитної торгівлі
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на виробництво, зберігання, транспортування, використання, захоронення, знищення та утилізацію отруйних речовин, у тому числі продуктів біотехнології та інших біологічних агентів28"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на використання залишків пестицидів і агрохімікатів, термін реєстрації яких закінчився"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на виконання робіт підвищеної небезпеки та на експлуатацію (застосування) машин, механізмів, устаткування підвищеної небезпеки"
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на виконання будівельних робіт або дубліката дозволу на виконання будівельних робіт
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на викиди забруднюючих речовин, для яких не встановлено відповідних нормативів екологічної безпеки для об’єктів першої групи"
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на викиди забруднюючих речовин в атмосферне повітря стаціонарними джерелами для об’єктів першої групи
"Юридичні особи,Суб’єкти господарювання",Видача дозволу на вивільнення генетично модифікованих організмів у відкритій системі
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на ввезення на територію України тварин, продуктів тваринного походження, репродуктивного матеріалу, біологічних продуктів, патологічного матеріалу, ветеринарних препаратів, субстанцій, кормових добавок, преміксів та кормів"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на ввезення на митну територію України незареєстрованних пестицидів і агрохімікатів, що використовуються для державних випробувань і наукових досліджень, а також обробленого ними насіннєвого (посадкового) матеріалу"
"Юридичні особи,Суб’єкти господарювання","Видача дозволу на  початок роботи новостворених підприємств, впровадження нових технологій, передача для виробництва зразків нових пожежонебезпечних машин, механізмів, устаткування та продукції, оренду будь-яких приміщень (крім випадків вчинення певних ді"
"Юридичні особи,Суб’єкти господарювання","Видача дозволів суднам на захід до річкових портів України під прапорами держав, з якими не укладені міжнародні договори про судноплавство на внутрішніх водних шляхах"
"Юридичні особи,Суб’єкти господарювання",Видача дозволів на туристичний супровід
"Юридичні особи,Суб’єкти господарювання",Видача дозволів на спеціальне використання природних рослинних ресурсів загальнодержавного значення
"Юридичні особи,Суб’єкти господарювання","Видача дозволів на розміщення, обіг цінних паперів українських емітентів за межами України"
"Юридичні особи,Суб’єкти господарювання","Видача дозволів на імпорт та експорт зразків видів дикої фауни і флори, сертифікатів на пересувні виставки, реекспорт та інтродукцію з моря зразків осетрових риб і виробленої з них продукції, які є об’єктами регулювання Конвенції про міжнародну торгівлю в"
"Юридичні особи,Суб’єкти господарювання",Видача дозволів на відновлення земляних робіт
"Юридичні особи,Суб’єкти господарювання","Видача дозволів   суб'єктам  космічної  діяльності  України  на проведення  переговорів  з  іноземними  суб'єктами   господарської діяльності   з   питань   дослідження  і  використання  космічного простору,   виробництва   та   експлуатації   космічної"
"Юридичні особи,Суб’єкти господарювання","Видача довідок про внесення місця зберігання спирту суб’єктів підприємницької діяльності - виробників спирту та алкогольних напоїв, місця зберігання спирту суб’єктів підприємницької діяльності, які отримують спирт для забезпечення виробничих та інших потр"
"Юридичні особи,Суб’єкти господарювання",Видача довідок про внесення місця зберігання оптових та роздрібних партій алкогольних напоїв та тютюнових виробів до Єдиного державного реєстру місць зберігання
"Юридичні особи,Суб’єкти господарювання",Видача довідок про відсутність (наявність) обмежень (обтяжень) на земельну ділянку.
"Юридичні особи,Суб’єкти господарювання",Видача довідок з Державного реєстру суб’єктів оціночної діяльності
"Юридичні особи,Суб’єкти господарювання",Видача довідки про функціональне призначення тимчасової споруди (MAФ)
"Юридичні особи,Суб’єкти господарювання",Видача довідки про сплату роботодавцем податків та зборів (обов'язкових платежів)
"Юридичні особи,Суб’єкти господарювання","Видача довідки про сплату податку на доходи фізичних осіб платником податку – резидентом, який виїжджає за кордон на постійне місце проживання, та про відсутність податкових зобов’язань з цього податку"
"Юридичні особи,Суб’єкти господарювання",Видача довідки про подану декларацію про майновий стан і доходи (податкову декларацію)
"Юридичні особи,Суб’єкти господарювання","Видача довідки про підтвердження пільг з оподаткування при митному оформленні товарів, які надходять у рамках міжнародних договорів з надання Україні міжнародної технічної допомоги"
"Юридичні особи,Суб’єкти господарювання",Видача довідки про набуття або підтвердження сільськогосподарським товаровиробником статусу платника фіксованого сільськогосподарського податку
"Юридичні особи,Суб’єкти господарювання","Видача довідки про відсутність заборгованості з платежів до бюджету, що контролюються органами доходів і зборів"
"Юридичні особи,Суб’єкти господарювання","Видача гірничих відводів для розроблення родовищ корисних копалин загальнодержавного значення, будівництва та експлуатації підземних споруд та інших цілей, не пов’язаних з видобуванням корисних копалин"
"Юридичні особи,Суб’єкти господарювання",Видача висновку щодо продовження строків розрахунків за зовнішньоекономічними операціями
"Юридичні особи,Суб’єкти господарювання",Видача висновку про якість ввезених лікарських засобів
"Юридичні особи,Суб’єкти господарювання","Видача висновку про те, що товари, які використовуються для розвитку виробництва і забезпечення споживання біологічних видів палива, не виробляються та не мають аналогів в Україні"
"Юридичні особи,Суб’єкти господарювання",Видача видавництвам та підприємствам книгорозповсюдження довідки про випуск та/або розповсюдження не менш як 50 відсотків книжкової продукції державною мовою
"Юридичні особи,Суб’єкти господарювання","Видача атестата відповідності комплексних систем захисту інформації інформаційних, телекомунікаційних та інформаційно-телекомунікаційних систем вимогам нормативних документів з технічного захисту інформації"
"Юридичні особи,Суб’єкти господарювання",Видача акту техничного стану будинку на предмет аварійності окремих конструктивних елементів будинку або будинку в цілому
"Юридичні особи,Суб’єкти господарювання","Ведення реєстру, видача виписки з реєстру гідротехнічних споруд рибогосподарських водних об’єктів щодо їх технічної експлуатації та використання"
"Юридичні особи,Суб’єкти господарювання",Ведення реєстру концесійних договорів
"Юридичні особи,Суб’єкти господарювання","Ведення реєстру аудиторів і аудиторських фірм, які можуть проводити аудиторські перевірки фінансових установ, що здійснюють діяльність на ринку цінних паперів та їх похідних"
"Юридичні особи,Суб’єкти господарювання","Ведення обліку та присвоєння номерів суб’єктам господарювання, які здійснюють консервне та пресервне виробництво"
"Юридичні особи,Суб’єкти господарювання",Ведення Єдиного реєстру об’єктів державної власності та надання інформації (відомості або витяг) з нього
"Юридичні особи,Суб’єкти господарювання",Ведення Єдиного електронного всеукраїнського реєстру спортивних споруд
"Юридичні особи,Суб’єкти господарювання","Ведення державного реєстру фінансових установ, які надають фінансові послуги на ринку цінних паперів"
"Юридичні особи,Суб’єкти господарювання",Ведення Державного реєстру уповноважених рейтингових агентств
"Юридичні особи,Суб’єкти господарювання","Атестація професіоналів з вищою немедичною освітою, які працюють в системі охорони здоров’я"
"Юридичні особи,Суб’єкти господарювання",Атестація лікарів на присвоєння (підтвердження) кваліфікаційної категорії
"Юридичні особи,Суб’єкти господарювання","Атестація виробництва молока, молочної сировини та молочних продуктів суб’єктів господарювання"
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензій у сфері централізованого водопостачання та водовідведення
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензій у сфері теплопостачання
"Юридичні особи,Суб’єкти господарювання","Анулювання ліцензії на транспортування природного, нафтового газу і газу (метану) вугільних родовищ трубопроводами"
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на транспортування нафтопродуктів магістральними трубопроводами
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на транспортування нафти магістральними трубопроводами
"Юридичні особи,Суб’єкти господарювання","Анулювання ліцензії на розподіл природного, нафтового газу і газу (метану) вугільних родовищ"
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на право провадження господарської діяльності з централізованого водопостачання та водовідведення
"Юридичні особи,Суб’єкти господарювання","Анулювання ліцензії на право провадження господарської діяльності з виробництва теплової енергії (крім діяльності з виробництва теплової енергії на теплоелектроцентралях, теплоелектростанціях, атомних електростанціях і когенераційних установках та установ"
"Юридичні особи,Суб’єкти господарювання","Анулювання ліцензії на постачання природного газу, газу (метану) вугільних родовищ за регульованим тарифом"
"Юридичні особи,Суб’єкти господарювання","Анулювання ліцензії на постачання природного газу, газу (метану) вугільних родовищ за нерегульованим тарифом"
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на постачання електричної енергії за регульованим тарифом
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на постачання електричної енергії за нерегульованим тарифом
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на передачу електричної енергії місцевими (локальними) електричними мережами
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на передачу електричної енергії магістральними та міждержавними електричними мережами
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на оптове постачання електричної енергії
"Юридичні особи,Суб’єкти господарювання",Анулювання ліцензії на комбіноване виробництво теплової та електричної енергії
"Юридичні особи,Суб’єкти господарювання","Анулювання ліцензії на зберігання природного газу, газу (метану) вугільних родовищ в обсягах, що перевищують рівень, встановлений ліцензійними умовами"
"Юридичні особи,Суб’єкти господарювання","Анулювання ліцензії на виробництво теплової енергії на теплоелектроцентралях, когенераційних установках та установках з використанням нетрадиційних або поновлюваних джерел енергії"
Фізичні особи,"Усиновлення дитини-сироти чи дитини, позбавленої батьківського піклування"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Тимчасове обмеження руху транспорту
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Скасування дії дозволу на розміщення зовнішньої реклами
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Сертифікат відповідність закінченого будівництва об'єкта
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Свідоцтво про атестацію калібрування засобів вимірювальної техніки та вимірювання
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Реєстрація машини, причепа з дня придбання яких минуло 10 днів"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Реєстрація документів, що посвідчують право власності чи користування (оренди) земельними ділянками."
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Проведення технічної експертизи, аналізу та Видача висновку про технічний стан машини, причепа, що стали непридатними внаслідок аварії чи стихійного лиха"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Проведення річного державного технічного огляду машини, причепа."
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Проведення огляду під час реєстрації, перереєстрації та зняття з обліку тракторного причепа, інших причіпних машин"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Проведення огляду під час реєстрації, перереєстрації та зняття з обліку трактора, самохідного шасі, самохідної сільськогосподарської, меліоративної та дорожньо-будівельної машини"
Фізичні особи,Присвоєння поштових адрес окремо розташованим об’єктам будівництва та новозбудованим приватним житловим будинкам
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Присвоєння будівельної адреси.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Прийняття заяви на приватизацію комунального майна
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Прийняття заяви на включення до переліку об'єктів, які підлягають приватизації ком. майна"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Приймання іспиту на одержання посвідчення тракториста-машиніста.
Фізичні особи,Призначення опіки над майном дітей-сиріт та дітей позбавлених батьківського піклування
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Погодження проектів землеустрою щодо відведення земельних ділянок усіх категорій та форм власності
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Погодження клопотання водокористувачів з обґрунтуванням потреби у воді для отримання дозволу на спеціальне водокористування (в частині погодження клопотання водокористувачів з обґрунтуванням потреби у воді використання поверхневих вод в межах м. Києва)
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Погодження відчуження або передачі пам’яток місцевого значення та щойно виявлених об’єктів культурної спадщини їхніми власниками чи уповноваженими ними органами іншим особам у володіння, користування або управління (приватизація)"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Погодження відчуження або передачі пам’яток місцевого значення та щойно виявлених об’єктів культурної спадщини їхніми власниками чи уповноваженими ними органами іншим особам у володіння, користування або управління (приватизація шляхом продажу на аукціоні"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Погодження відчуження або передачі пам’яток місцевого значення та щойно виявлених об’єктів культурної спадщини їхніми власниками чи уповноваженими ними органами іншим особам у володіння, користування або управління (оренда)"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Погодження відчуження або передачі пам’яток місцевого значення та щойно виявлених об’єктів культурної спадщини їхніми власниками чи уповноваженими ними органами іншим особам у володіння, користування або управління (іпотека)"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Погодження відчуження або передачі пам’яток місцевого значення та щойно виявлених об’єктів культурної спадщини їхніми власниками чи уповноваженими ними органами іншим особам у володіння, користування або управління (відчуження (продаж, дарування))"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Підготовка проекту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) про надання дозволу на видалення зелених насаджень
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Переведення житлового приміщення в нежитлове і навпаки
Фізичні особи,Оформлення та видача ордерів
Фізичні особи,Оформлення свідоцтва про поховання
Фізичні особи,Оформлення свідоцтва про поховання
Фізичні особи,Оформлення обміну житла та видача обмінних ордерів
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Ордер на видалення зелених насаджень
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Ордер на видалення аварійних та сухостійних дерев
Фізичні особи,"Облік громадян, які потребують поліпшення житлових умов (взяття на квартирний облік)."
Фізичні особи,"Надання повної цивільної дієздатності фізичній особі, яка досягла шістнадцяти років і працює за трудовим договором, а також неповнолітній особі, яка записана матір’ю або батьком дитини."
Фізичні особи,"Надання житлової площі, службових житлових приміщень та приєднання житлової площі та видача ордеру"
Фізичні особи,Надання житла з фонду соціального призначення.
Фізичні особи,"Надання дозволу на укладення угоди стосовно розподілу спадкового майна, одним із спадкоємців якого є дитина."
Фізичні особи,"Надання дозволу на укладення угод стосовно продажу акцій та сертифікатів, право володіння якими мають діти."
Фізичні особи,"Надання дозволу на укладення угод стосовно житла (майна), право власності на яке або право користування яким мають діти."
Фізичні особи,Надання дозволу на укладення договору про припинення права на аліменти для дитини у зв’язку з набуттям права власності на нерухоме майно
Фізичні особи,"Надання дозволу на оформлення нотаріальних заяв, довіреностей від імені дитини"
Фізичні особи,"Надання дозволу на зняття грошових коштів з банківського рахунку, що належить малолітній дитині."
Фізичні особи,Надання дозволу на зміну прізвища дитини.
Фізичні особи,Надання висновку про доцільність усиновлення та відповідність його інтересам дитини
Фізичні особи,Надання акта обстеження житлово-побутових умов проживання дитини або одного з батьків.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Містобудівні умови і обмеження забудови земельної ділянки.
Фізичні особи,Зарахування на соціальний квартирний облік
Фізичні особи,Зарахування на облік кандидатів в усиновлювачі.
Фізичні особи,Зарахування на облік громадян як потенційних прийомних батьків/батьків-вихователів.
Фізичні особи,Зарахування на облік громадян як потенційних опікунів/піклувальників
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Експлуатаційний дозвіл операторам потужностей (об'єктів), що здійснюють в Україні діяльність з виробництва та/або обігу харчових продуктів, підконтрольні санітарній службі (ДЗ «Київська лінійна санітарно-епідеміологічна станція на Південно-Західній залізн"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Експлуатаційний дозвіл операторам потужностей (об'єктів), що здійснюють в Україні діяльність з виробництва та/або обігу харчових продуктів, підконтрольних санітарній службі (Київська міська санітарно – епідеміологічна станція/ДЗ «Санітарно-епідеміологічна"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Експлуатаційний дозвіл операторам потужностей (об’єктів), які займаються виробництвом харчових продуктів, підконтрольних державній службі ветеринарної медицини та для агропродовольчих ринків"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Експлуатаційний дозвіл для провадження діяльності на потужностях (об'єктах) з переробки неїстівних продуктів тваринного походження
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Експлуатаційний дозвіл для провадження діяльності на потужностях (об'єктах) з виробництва, змішування та приготування кормових добавок, преміксів і кормів"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Дозвіл на рух великогабаритних та великовагових транспортних засобів автомобільними дорогами, вулицями та залізничними переїздами"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Дозвіл на проведення заходів із залученням тварин
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Дозвіл на право здійснення туристичного супроводу фахівцям туристичного супроводу у м. Києві.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Дозвіл на виконання геологічних вишукувань.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Дозвіл на виконання будівельних робіт
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Державна реєстрація юридичної особи.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Декларація про початок виконання підготовчих робіт
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Декларація про початок виконання будівельних робіт
Фізичні особи,"Встановлення опіки/піклування над дітьми-сиротами та дітьми, позбавленими батьківського піклування"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Внесення змін до свідоцтва про реєстрацію машини.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання",Внесення змін до свідоцтва про реєстрацію машини.
Фізичні особи,Внесення змін до свідоцтва про право власності на житло.
Фізичні особи,Внесення змін до облікових справ.
Фізичні особи,Внесення до паспорта громадянина України відмітки про наявність права здійснювати будь-які платежі за серією та номером паспорта
Фізичні особи,"Влаштування дітей-сиріт та дітей, позбавлених батьківського піклування до прийомної сім’ї/дитячого будинку сімейного типу."
Фізичні особи,Влаштування дитини до державного дитячого закладу за заявою батьків.
Фізичні особи,Включення/ виключення до/із складу службових житлових приміщень.
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Висновок державної санітарно – епідеміологічної експертизи щодо ввезення, реалізації та використання сировини, продукції ( вироби, обладнання, технологічні лінії тощо) іноземного виробництва за умови відсутності даних щодо їх безпечності для здоров’я насе"
"Юридичні особи,Фізичні особи,Суб’єкти господарювання","Висновок державної санітарно – епідеміологічної експертизи на ввезення, реалізацію та використання сировини, продукції ( вироби, обладнання, технологічні лінії тощо) іноземного виробництва за умови відсутності даних щодо їх безпечності для здоров'я населе"
